indicator,description,date,value
CHIC917PCPI,Chicago Per Capita Personal Income,1979-01-01,10715.0
CHIC917PCPI,Chicago Per Capita Personal Income,1980-01-01,11698.0
CHIC917PCPI,Chicago Per Capita Personal Income,1981-01-01,12880.0
CHIC917PCPI,Chicago Per Capita Personal Income,1982-01-01,13600.0
CHIC917PCPI,Chicago Per Capita Personal Income,1983-01-01,14302.0
CHIC917PCPI,Chicago Per Capita Personal Income,1984-01-01,15605.0
CHIC917PCPI,Chicago Per Capita Personal Income,1985-01-01,16458.0
CHIC917PCPI,Chicago Per Capita Personal Income,1986-01-01,17406.0
CHIC917PCPI,Chicago Per Capita Personal Income,1987-01-01,18451.0
CHIC917PCPI,Chicago Per Capita Personal Income,1988-01-01,20145.0
CHIC917PCPI,Chicago Per Capita Personal Income,1989-01-01,21269.0
CHIC917PCPI,Chicago Per Capita Personal Income,1990-01-01,22627.0
CHIC917PCPI,Chicago Per Capita Personal Income,1991-01-01,22924.0
CHIC917PCPI,Chicago Per Capita Personal Income,1992-01-01,24373.0
CHIC917PCPI,Chicago Per Capita Personal Income,1993-01-01,25039.0
CHIC917PCPI,Chicago Per Capita Personal Income,1994-01-01,26095.0
CHIC917PCPI,Chicago Per Capita Personal Income,1995-01-01,27628.0
CHIC917PCPI,Chicago Per Capita Personal Income,1996-01-01,29046.0
CHIC917PCPI,Chicago Per Capita Personal Income,1997-01-01,30556.0
CHIC917PCPI,Chicago Per Capita Personal Income,1998-01-01,32325.0
CHIC917PCPI,Chicago Per Capita Personal Income,1999-01-01,33573.0
CHIC917PCPI,Chicago Per Capita Personal Income,2000-01-01,35946.0
CHIC917PCPI,Chicago Per Capita Personal Income,2001-01-01,36940.0
CHIC917PCPI,Chicago Per Capita Personal Income,2002-01-01,37189.0
CHIC917PCPI,Chicago Per Capita Personal Income,2003-01-01,37665.0
CHIC917PCPI,Chicago Per Capita Personal Income,2004-01-01,38960.0
CHIC917PCPI,Chicago Per Capita Personal Income,2005-01-01,40696.0
CHIC917PCPI,Chicago Per Capita Personal Income,2006-01-01,43305.0
CHIC917PCPI,Chicago Per Capita Personal Income,2007-01-01,45679.0
CHIC917PCPI,Chicago Per Capita Personal Income,2008-01-01,46420.0
CHIC917PCPI,Chicago Per Capita Personal Income,2009-01-01,43456.0
CHIC917PCPI,Chicago Per Capita Personal Income,2010-01-01,44319.0
CHIC917PCPI,Chicago Per Capita Personal Income,2011-01-01,46281.0
CHIC917PCPI,Chicago Per Capita Personal Income,2012-01-01,48771.0
CHIC917PCPI,Chicago Per Capita Personal Income,2013-01-01,49358.0
CHIC917PCPI,Chicago Per Capita Personal Income,2014-01-01,51758.0
CHIC917PCPI,Chicago Per Capita Personal Income,2015-01-01,54367.0
CHIC917PCPI,Chicago Per Capita Personal Income,2016-01-01,55036.0
CHIC917PCPI,Chicago Per Capita Personal Income,2017-01-01,56973.0
CHIC917PCPI,Chicago Per Capita Personal Income,2018-01-01,60423.0
CHIC917PCPI,Chicago Per Capita Personal Income,2019-01-01,62232.0
CHIC917PCPI,Chicago Per Capita Personal Income,2020-01-01,65871.0
CHIC917PCPI,Chicago Per Capita Personal Income,2021-01-01,71206.0
CHIC917PCPI,Chicago Per Capita Personal Income,2022-01-01,73317.0
CHIC917PCPI,Chicago Per Capita Personal Income,2023-01-01,77429.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-04-02,7.33
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-04-09,7.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-04-16,7.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-04-23,7.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-04-30,7.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-05-07,7.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-05-14,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-05-21,7.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-05-28,7.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-06-04,7.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-06-11,7.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-06-18,7.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-06-25,7.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-07-02,7.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-07-09,7.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-07-16,7.6
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-07-23,7.65
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-07-30,7.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-08-06,7.66
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-08-13,7.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-08-20,7.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-08-27,7.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-09-03,7.71
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-09-10,7.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-09-17,7.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-09-24,7.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-10-01,7.67
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-10-08,7.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-10-15,7.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-10-22,7.58
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-10-29,7.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-11-05,7.59
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-11-12,7.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-11-19,7.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-11-26,7.51
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-12-03,7.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-12-10,7.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-12-17,7.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-12-24,7.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1971-12-31,7.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-01-07,7.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-01-14,7.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-01-21,7.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-01-28,7.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-02-04,7.35
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-02-11,7.33
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-02-18,7.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-02-25,7.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-03-03,7.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-03-10,7.32
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-03-17,7.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-03-24,7.31
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-03-31,7.23
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-04-07,7.25
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-04-14,7.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-04-21,7.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-04-28,7.33
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-05-05,7.33
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-05-12,7.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-05-19,7.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-05-26,7.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-06-02,7.36
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-06-09,7.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-06-16,7.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-06-23,7.36
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-06-30,7.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-07-07,7.38
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-07-14,7.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-07-21,7.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-07-28,7.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-08-04,7.35
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-08-11,7.41
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-08-18,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-08-25,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-09-01,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-09-08,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-09-15,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-09-22,7.41
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-09-29,7.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-10-06,7.41
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-10-13,7.41
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-10-20,7.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-10-27,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-11-03,7.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-11-10,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-11-17,7.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-11-24,7.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-12-01,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-12-08,7.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-12-15,7.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-12-22,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1972-12-29,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-01-05,7.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-01-12,7.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-01-19,7.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-01-26,7.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-02-02,7.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-02-09,7.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-02-16,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-02-23,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-03-02,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-03-09,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-03-16,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-03-23,7.45
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-03-30,7.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-04-06,7.51
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-04-13,7.54
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-04-20,7.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-04-27,7.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-05-04,7.58
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-05-11,7.64
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-05-18,7.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-05-24,7.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-06-01,7.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-06-08,7.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-06-15,7.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-06-22,7.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-06-29,7.76
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-07-06,7.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-07-13,8.01
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-07-20,8.12
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-07-27,8.18
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-08-03,8.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-08-10,8.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-08-17,8.55
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-08-24,8.61
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-08-31,8.66
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-09-07,8.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-09-14,8.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-09-21,8.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-09-28,8.85
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-10-05,8.82
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-10-12,8.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-10-19,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-10-26,8.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-11-02,8.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-11-09,8.59
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-11-16,8.58
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-11-23,8.57
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-11-30,8.55
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-12-07,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-12-14,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-12-21,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1973-12-28,8.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-01-04,8.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-01-11,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-01-18,8.55
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-01-25,8.52
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-02-01,8.48
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-02-08,8.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-02-15,8.46
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-02-22,8.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-03-01,8.41
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-03-08,8.41
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-03-15,8.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-03-22,8.4
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-03-29,8.41
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-04-05,8.44
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-04-12,8.53
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-04-19,8.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-04-26,8.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-05-03,8.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-05-10,8.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-05-17,8.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-05-24,9.01
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-05-31,9.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-06-07,9.06
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-06-14,9.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-06-21,9.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-06-28,9.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-07-05,9.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-07-12,9.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-07-19,9.37
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-07-26,9.42
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-08-02,9.47
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-08-09,9.5
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-08-16,9.6
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-08-23,9.62
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-08-30,9.74
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-09-06,9.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-09-13,9.92
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-09-20,10.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-09-27,10.03
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-10-04,10.02
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-10-11,9.96
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-10-18,9.99
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-10-25,9.94
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-11-01,9.87
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-11-08,9.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-11-15,9.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-11-22,9.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-11-29,9.72
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-12-06,9.69
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-12-13,9.63
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-12-20,9.58
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1974-12-27,9.56
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-01-03,9.6
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-01-10,9.49
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-01-17,9.43
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-01-24,9.35
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-01-31,9.29
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-02-07,9.2
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-02-14,9.13
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-02-21,9.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-02-28,9.02
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-03-07,9.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-03-14,8.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-03-21,8.86
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-03-28,8.86
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-04-04,8.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-04-11,8.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-04-18,8.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-04-25,8.84
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-05-02,8.92
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-05-09,8.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-05-16,8.92
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-05-23,8.92
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-05-30,8.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-06-06,8.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-06-13,8.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-06-20,8.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-06-27,8.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-07-03,8.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-07-11,8.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-07-18,8.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-07-25,8.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-08-01,8.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-08-08,8.89
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-08-15,8.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-08-22,8.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-08-29,9.02
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-09-05,9.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-09-12,9.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-09-19,9.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-09-26,9.14
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-10-03,9.2
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-10-10,9.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-10-17,9.21
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-10-24,9.26
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-10-31,9.24
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-11-07,9.19
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-11-14,9.16
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-11-21,9.12
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-11-28,9.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-12-05,9.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-12-12,9.11
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-12-19,9.08
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1975-12-26,9.09
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-01-02,9.1
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-01-09,9.07
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-01-16,9.01
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-01-23,9.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-01-30,8.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-02-06,8.86
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-02-13,8.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-02-20,8.81
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-02-27,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-03-05,8.77
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-03-12,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-03-19,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-03-26,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-04-02,8.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-04-09,8.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-04-16,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-04-23,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-04-30,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-05-07,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-05-14,8.75
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-05-21,8.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-05-28,8.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-06-04,8.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-06-11,8.83
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-06-18,8.88
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-06-25,8.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-07-02,8.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-07-09,8.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-07-16,8.93
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-07-23,8.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-07-30,8.98
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-08-06,9.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-08-13,9.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-08-20,9.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-08-27,9.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-09-03,9.0
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-09-10,8.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-09-17,8.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-09-24,8.97
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-10-01,8.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-10-08,8.95
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-10-15,8.95
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-10-22,8.95
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-10-29,8.9
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-11-05,8.85
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-11-12,8.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-11-19,8.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-11-26,8.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-12-03,8.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-12-10,8.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-12-17,8.8
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-12-24,8.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1976-12-31,8.78
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1977-01-07,8.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1977-01-14,8.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1977-01-21,8.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1977-01-28,8.73
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1977-02-04,8.68
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1977-02-11,8.7
MORTGAGE30US,US 30-Year Fixed Mortgage Rate,1977-02-18,8.65
